사바, 89, 175
다마, 71, 195
카파, 45, 185
파아, 78, 169
타가, 52, 163
바타, 90, 192
사타, 60, 196
카가, 79, 194
나파, 75, 199
카마, 82, 143
라다, 48, 191
가아, 89, 177
아나, 88, 156
타하, 50, 152
가다, 77, 163
카파, 76, 161
사차, 66, 190
카가, 41, 165
차파, 97, 199
아가, 42, 194
마아, 82, 152
자사, 91, 154
아타, 68, 171
하하, 69, 143
바마, 84, 186
바라, 54, 156
라차, 99, 194
아라, 81, 157
자라, 44, 186
나다, 83, 164
타마, 59, 154
사파, 68, 170
카아, 73, 155
나바, 88, 167
아하, 52, 143
자다, 47, 148
파카, 80, 165
라자, 43, 186
다가, 83, 192
카자, 64, 160
바파, 82, 147
하바, 44, 186
타아, 94, 186
나아, 71, 187
나다, 41, 154
카타, 90, 149
카타, 84, 195
바카, 50, 189
바사, 55, 182
가마, 50, 147
마가, 79, 144
사나, 90, 186
카파, 93, 170
바아, 64, 157
카나, 96, 149
사바, 81, 187
사타, 99, 154
자라, 99, 166
하아, 99, 149
파타, 72, 175
아다, 99, 188
나자, 92, 198
카차, 82, 154
하나, 78, 141
아가, 75, 155
타파, 71, 141
마가, 92, 163
라아, 67, 146
다라, 90, 154
카마, 65, 160
사나, 41, 167
가자, 64, 180
하차, 90, 158
나카, 66, 199
나다, 53, 199
차자, 97, 182
가사, 84, 198
나나, 94, 142
바마, 41, 170
바바, 50, 141
다사, 83, 161
다아, 97, 142
카차, 80, 143
나하, 54, 184
자가, 48, 171
다아, 79, 140
타자, 99, 198
아마, 71, 149
아나, 41, 153
카바, 49, 195
타타, 60, 178
차파, 96, 141
차자, 43, 159
아나, 83, 145
자라, 53, 140
바아, 62, 183
파자, 58, 169
다아, 58, 179
카하, 82, 177
파하, 55, 191
하타, 96, 160
아타, 53, 143
파다, 50, 153
가타, 48, 163
카타, 95, 151
아바, 94, 165
나차, 80, 172
나마, 72, 195
하나, 92, 173
파하, 47, 161
차나, 59, 198
아나, 72, 179
가가, 76, 148
사하, 47, 162
카아, 47, 185
카나, 61, 157
나자, 73, 165
파가, 83, 156
마자, 99, 152
가아, 81, 184
파자, 48, 148
파자, 62, 145
자차, 88, 173
